lat,lng,level,observed
49.824611984517,19.090611934662,5,2014-10-05 08:43:00
49.824971900606,19.090547561646,5,2014-10-05 11:43:00
49.813300949466,19.10041809082,3,2014-10-05 09:43:00
54.329738446679,18.61873626709,1,2014-10-05 20:52:00
54.32367300946,18.558365106583,2,2014-10-05 21:39:00
54.302161909502,18.578395843506,3,2014-09-29 16:30:00
54.323660495222,18.557335138321,3,2014-10-05 08:48:00
54.322171273822,18.534740209579,4,2014-10-06 10:17:00
54.324974469333,18.548687696457,5,2014-10-06 10:17:00
54.319868506033,18.551670312881,5,2014-10-03 18:14:00
49.819766699604,19.105889797211,3,2014-10-06 10:15:00
54.31897788535,18.512775492563,3,2014-10-06 17:27:00
54.318915910081,18.515906612738,3,2014-10-06 17:27:00
49.835865016527,19.083573818207,3,2014-10-06 22:45:00
49.836183329905,19.083874225616,3,2014-10-06 22:45:00
49.825788623335,19.089667797089,2,2014-10-06 13:00:00
49.823892144307,19.091234207153,4,2014-10-07 08:21:00
49.8218433097,19.083380699158,3,2014-10-06 18:30:00
49.81982207703,19.105911254883,2,2014-10-07 08:30:00
54.321786836329,18.553354740143,5,2014-10-06 16:24:00
54.349694384042,18.56618642807,4,2014-10-06 21:25:00
49.823587593302,19.069690704346,5,2014-10-06 17:55:00
54.333170217432,18.515535593033,3,2014-10-07 14:46:00
54.373015563576,18.518850803375,3,2014-09-30 13:16:00
54.332769461434,18.530319929123,4,2014-10-07 19:08:00
54.331046752638,18.564684391022,5,2014-10-07 20:05:00
49.824030575949,19.086148738861,5,2014-10-06 18:42:00
54.322283905897,18.535383939743,3,2014-10-08 08:31:00
54.322897119559,18.543602228165,5,2014-10-08 08:31:00
54.324861844626,18.548580408096,4,2014-10-08 08:31:00
54.340050881875,18.561540842056,4,2014-10-08 12:05:00
54.330996704641,18.558075428009,5,2014-10-08 12:00:00
54.325097652254,18.549771308899,5,2014-10-08 11:00:00
54.320560366762,18.552796840668,2,2014-10-08 16:20:00
54.352404648199,18.53367805481,3,2014-10-08 20:11:00
54.35334606655,18.533034324646,3,2014-10-08 20:17:00
54.327164332913,18.511587381363,5,2014-10-04 17:30:00
54.338787427987,18.56542468071,3,2014-10-08 18:00:00
54.331100814427,18.556047677994,5,2014-10-09 14:37:00
54.352136560821,18.578417301178,5,2014-10-09 18:56:00
54.3580602589,18.574393987656,5,2014-10-09 18:56:00
54.354646587431,18.575563430786,5,2014-10-09 19:27:00
54.339434405667,18.577988147736,1,2014-10-09 20:02:00
54.339534481064,18.559148311615,1,2014-10-09 20:02:00
54.337795636394,18.559491634369,4,2014-10-09 20:02:00
54.330439134545,18.564405441284,3,2014-10-09 21:03:00
54.350686357249,18.564383983612,5,2014-10-09 17:46:00
54.340589010593,18.565317392349,2,2014-10-09 22:31:00
54.324186089904,18.55752825737,4,2014-10-10 07:35:00
54.330771956794,18.560264110565,5,2014-10-10 02:11:00
54.332194347035,18.564147949219,1,2014-10-10 09:44:00
54.340280034795,18.559856414795,5,2014-10-09 12:15:00
54.346905380568,18.552625179291,5,2014-10-09 17:33:00
54.336873409027,18.606934547424,3,2014-10-10 17:33:00
54.330692896346,18.55211019516,1,2014-10-10 18:30:00
49.825705567416,19.09494638443,5,2014-10-10 18:48:00
49.825719410079,19.094967842102,5,2014-10-10 16:32:00
49.825719410079,19.094839096069,5,2014-10-09 22:18:00
54.331295375796,18.558257818222,5,2014-10-09 20:50:00
54.320843678375,18.553367616842,1,2014-10-10 19:30:00
54.329579304412,18.579994440079,5,2014-10-10 19:59:00
54.330242693512,18.564223051071,5,2014-10-10 20:05:00
54.330930860761,18.564963340759,4,2014-10-10 20:07:00
54.330517961794,18.56400847435,4,2014-10-10 20:10:00
54.328265477402,18.594049215317,5,2014-10-10 20:21:00
54.330351549214,18.563890457153,5,2014-10-10 21:22:00
54.337758106561,18.586678504944,4,2014-10-10 21:44:00
54.33554378581,18.571465015411,4,2014-10-10 22:17:00
54.322909868522,18.559073209763,5,2014-10-10 23:55:00
49.824653513433,19.090611934662,5,2014-10-11 14:40:00
49.824667356398,19.090933799744,5,2014-10-10 06:40:00
54.328753709651,18.600368499756,5,2014-10-10 18:00:00
54.376814576857,18.564920425415,4,2014-10-09 10:50:00
54.331843993392,18.559459447861,1,2014-10-11 22:25:00
49.825899364338,19.095633029938,4,2014-10-12 10:52:00
54.345626112045,18.619530200958,3,2014-10-10 19:43:00
54.322861062528,18.551359176636,3,2014-10-12 14:12:00
54.318289580738,18.549857139587,1,2014-10-12 15:12:00
54.323052116462,18.558408021927,5,2014-10-12 17:53:00
54.322313758814,18.552721738815,5,2014-10-12 15:22:00
54.323127202938,18.557957410812,5,2014-10-12 16:22:00
54.341877192129,18.578406572342,3,2014-10-10 21:20:00
54.337899234191,18.575509786606,3,2014-10-10 22:00:00
54.331693852126,18.558515310287,4,2014-10-10 21:15:00
54.332769461434,18.567667007446,2,2014-10-12 19:29:00
54.331156492069,18.567795753479,2,2014-10-12 23:13:00
54.322909868522,18.55905175209,5,2014-10-12 22:20:00
54.335171593073,18.59393119812,2,2014-10-13 01:08:00
54.337373423803,18.569040298462,3,2014-10-13 01:08:00
54.318930075587,18.579082489014,4,2014-10-13 06:16:00
49.82383677154,19.091341495514,4,2014-10-13 09:29:00
49.823864457932,19.09140586853,4,2014-10-07 14:33:00
54.322196303199,18.534375429153,5,2014-10-13 12:50:00
54.322183788512,18.534418344498,5,2014-10-13 12:52:00
54.318857484552,18.550565242767,5,2014-10-13 13:23:00
49.824695042314,19.090633392334,5,2014-10-13 16:18:00
54.319649595649,18.514191054564,4,2014-10-13 21:52:00
54.318915056546,18.506635808735,4,2014-10-13 21:52:00
54.316225723986,18.511562490385,3,2014-10-13 21:52:00
54.330476671058,18.563976287842,4,2014-10-14 06:53:00
54.331904597133,18.565263748169,4,2014-10-14 07:00:00
54.3221865261,18.534471988678,5,2014-10-13 11:00:00
49.82437665332,19.056901931763,2,2014-10-13 21:00:00
54.331005697645,18.568943738937,2,2014-10-13 18:14:00
54.321846125232,18.552270912915,4,2014-10-14 19:38:00
54.325424824355,18.548848199425,4,2014-10-14 19:38:00
49.831671388137,19.081964492798,1,2014-10-15 08:25:00
54.313344825546,18.568406437989,5,2014-10-14 12:36:00
54.319690646367,18.561056112667,5,2014-10-14 14:00:00
54.319815800643,18.561348795629,5,2014-10-13 02:00:00
54.317263579187,18.582880496979,5,2014-10-15 08:02:00
49.835145343774,19.086148738861,5,2014-10-15 07:28:00
49.823698339344,19.0860414505,4,2014-10-15 16:42:00
54.330822005065,18.560779094696,5,2014-10-16 09:39:00
54.330746932635,18.559620380402,3,2014-10-16 09:51:00
54.342190142736,18.549717664719,5,2014-10-16 09:08:00
49.816582391015,19.097929000854,1,2014-10-15 09:58:00
54.331819205092,18.558150529861,4,2014-10-10 20:00:00
54.330467286933,18.561143875122,2,2014-10-16 21:28:00
54.329720460114,18.607685565948,2,2014-10-17 08:55:00
54.323013269331,18.561766147614,5,2014-10-15 06:32:00
54.333416924792,18.550672531128,3,2014-10-19 15:15:00
54.349868455372,18.566250801086,5,2014-10-19 15:00:00
54.354120365391,18.577237129211,5,2014-10-19 15:05:00
54.351811883257,18.570992946625,3,2014-10-19 14:20:00
54.322559227447,18.615978956223,4,2014-10-09 05:30:00
54.323189774897,18.558622598648,5,2014-10-20 11:05:00
54.319668493967,18.551777601242,4,2014-10-19 12:00:00
54.329170379948,18.583009243011,1,2014-10-20 12:14:00
49.840085958376,19.116296768188,5,2014-10-21 14:27:00
54.323752918243,18.556391000748,5,2014-10-21 11:47:00
54.321694695333,18.537840843201,5,2014-10-21 14:50:00
54.320843677611,18.538870811462,5,2014-10-21 14:50:00
54.323538872282,18.558247089386,4,2014-10-21 07:52:00
54.326963730618,18.550500869751,2,2014-10-14 12:16:00
54.319985133759,18.552882671356,4,2014-10-20 15:02:00
54.324995977489,18.612599372864,2,2014-10-20 07:13:00
49.825996262508,19.089925289154,5,2014-10-23 06:55:00
49.810088521123,19.068102836609,4,2014-10-23 07:35:00
54.298425539359,18.59564781189,5,2014-10-23 13:20:00
54.283882523329,18.50239276886,5,2014-10-23 13:20:00
54.313378995435,18.592128753662,5,2014-10-23 13:20:00
49.809645410825,19.097950458527,5,2014-10-23 15:50:00
49.807582125081,19.067287445068,5,2014-10-23 15:52:00
49.82260471107,19.08228635788,4,2014-10-23 15:40:00
49.823476847006,19.085719585419,4,2014-10-23 15:40:00
49.825788623335,19.089624881744,4,2014-10-23 22:22:00
54.321772037626,18.533958506741,1,2014-10-23 23:53:00
54.319747280557,18.519139183409,3,2014-10-23 23:56:00
54.31981504994,18.514162303327,4,2014-10-23 23:56:00
54.329691916202,18.55788230896,1,2014-10-24 00:49:00
54.33079651204,18.564898967743,2,2014-10-24 11:07:00
49.809493090723,19.044606685638,1,2014-10-24 13:10:00
49.8200435861,19.092156887054,4,2014-10-25 09:24:00
54.352558230997,18.533495664597,4,2014-10-25 20:59:00
54.318841839924,18.550618886948,2,2014-10-26 12:41:00
49.824625827493,19.09069776535,5,2014-10-25 08:48:00
49.824778099968,19.091169834137,5,2014-10-25 10:48:00
49.824833471658,19.090569019318,5,2014-10-26 07:48:00
54.322044171285,18.573718070984,4,2014-10-26 01:04:00
54.330603356536,18.555951118469,4,2014-10-26 18:52:00
54.324897430938,18.548998832703,4,2014-10-26 15:52:00
49.823407630443,19.090204238892,3,2014-10-27 12:30:00
54.350736382808,18.565456867218,1,2014-10-27 18:00:00
54.350736382808,18.566272258759,2,2014-10-27 07:00:00
54.324749454093,18.548558950424,5,2014-10-27 22:34:00
54.335700950219,18.557710647583,2,2014-10-28 08:35:00
49.820002053226,19.105889797211,3,2014-10-28 09:57:00
49.823449160393,19.090182781219,3,2014-10-28 12:24:00
54.324073463037,18.556197881699,3,2014-10-28 19:49:00
49.824695042314,19.090762138367,5,2014-10-28 14:29:00
49.824722728214,19.091105461121,4,2014-10-29 14:29:00
54.349069063401,18.52218747139,3,2014-10-28 15:29:00
54.318179128049,18.546348810196,5,2014-10-29 15:33:00
54.321906821809,18.57231259346,2,2014-10-29 15:33:00
49.823850614738,19.046301841736,4,2014-10-29 16:05:00
54.330771956794,18.559963703156,5,2014-10-29 18:40:00
54.330771956794,18.558547496796,2,2014-10-29 11:04:00
54.330530473181,18.564137220383,5,2014-10-29 18:47:00
54.329638347438,18.60405921936,3,2014-10-29 22:11:00
54.330205156022,18.564330339432,5,2014-10-29 18:40:00
54.33106849283,18.565317392349,5,2014-10-29 19:08:00
54.356009824243,18.580541610718,2,2014-10-30 11:27:00
54.31885498145,18.567999601364,5,2014-10-30 17:01:00
54.317975118229,18.58097076416,1,2014-10-30 18:12:00
54.314850513012,18.606179235794,5,2014-10-30 18:25:00
54.318241472823,18.554910421371,5,2014-10-30 19:55:00
54.321983553013,18.552399873734,5,2014-10-30 19:55:00
54.325237259119,18.54881644249,5,2014-10-30 19:55:00
54.335473726564,18.566293716431,2,2014-10-30 20:40:00
49.824708885266,19.092049598694,1,2014-10-30 05:00:00
54.323247523262,18.55823636055,5,2014-10-30 21:10:00
54.323059807363,18.558493852615,5,2014-10-30 21:10:00
54.323647980981,18.558064699173,5,2014-10-30 21:10:00
54.323159531541,18.615818023682,5,2014-10-30 21:27:00
54.323159531541,18.607063293457,5,2014-10-30 21:38:00
54.323248175561,18.55829000473,5,2014-10-30 22:02:00
54.317678488743,18.572334051132,5,2014-10-30 22:09:00
54.319032912524,18.579329252243,5,2014-10-30 22:34:00
54.319667868156,18.56117606163,5,2014-10-31 07:11:00
54.319617806311,18.560811281204,5,2014-10-30 17:11:00
54.317089995056,18.583030700684,5,2014-10-31 07:23:00
54.316386260338,18.560300675963,5,2014-10-30 17:27:00
54.318025182073,18.580927848816,5,2014-10-31 07:36:00
49.825996262508,19.096877574921,4,2014-10-21 05:00:00
49.826010105088,19.096791744232,4,2014-10-31 04:51:00
54.318883298175,18.567516803741,4,2014-10-30 08:19:00
54.318182413436,18.580219745636,4,2014-10-30 20:00:00
54.315950610506,18.605625629425,4,2014-10-31 09:02:00
54.320068751827,18.564426898956,5,2014-10-31 09:41:00
54.327089253806,18.622051477432,4,2014-10-31 10:37:00
54.331347039347,18.568847179413,1,2014-10-31 12:12:00
54.317640940549,18.572398424149,5,2014-10-31 13:22:00
54.335459729972,18.556348085403,3,2014-10-31 15:18:00
54.319680774715,18.558762073517,1,2014-11-01 13:52:00
54.335547304423,18.507703542709,3,2014-11-01 14:00:00
54.318790212608,18.547625541687,5,2014-11-01 19:34:00
49.825843993868,19.095675945282,4,2014-11-01 21:42:00
49.824556612574,19.090504646301,5,2014-10-31 06:00:00
49.824708885266,19.090912342072,5,2014-10-31 06:30:00
49.823324570436,19.085075855255,5,2014-10-31 06:45:00
54.317449444191,18.553161621094,1,2014-11-02 09:30:00
54.34759350408,18.604241609573,1,2014-11-02 13:48:00
54.329353063417,18.58521938324,1,2014-11-02 13:50:00
54.34883542523,18.589231967926,1,2014-11-02 13:50:00
54.352808339158,18.530384302139,4,2014-11-02 14:36:00
54.313235465095,18.630613088608,5,2014-10-30 07:34:00
54.326276539518,18.593748807907,5,2014-10-30 07:34:00
49.823911109609,19.088954114704,5,2014-11-03 00:52:00
54.319941642793,18.558955192566,5,2014-10-31 00:53:00
54.323345682692,18.575863838196,5,2014-10-31 00:06:00
54.323295625323,18.592257499695,4,2014-10-31 00:23:00
49.824722728214,19.090740680695,5,2014-11-03 06:51:00
49.824805785821,19.091191291809,5,2014-11-03 07:51:00
54.335003323929,18.610324859619,1,2014-11-04 00:59:00
54.345000729503,18.561894893646,3,2014-11-04 10:36:00
49.830481051118,19.065442085266,2,2014-11-03 06:20:00
49.812885561252,19.018278121948,1,2014-10-19 21:48:00
54.350911464917,18.557152748108,4,2014-11-04 17:03:00
54.350411223981,18.555951118469,4,2014-11-03 17:03:00
49.825082643479,19.079325199127,3,2014-10-28 14:00:00
54.335773979418,18.535051345825,4,2014-11-04 17:34:00
54.345616105389,18.548827171326,3,2014-11-04 18:33:00
54.34928128266,18.552904129028,4,2014-11-05 23:17:00
54.360785599972,18.578567504883,5,2014-11-06 09:29:00
54.344879169666,18.555178642273,5,2014-11-05 20:15:00
54.344391363235,18.622856140137,3,2014-11-05 22:00:00
54.30934132319,18.587493896484,3,2014-11-05 22:00:00
54.330105057916,18.564652204514,5,2014-11-05 18:52:00
49.824127477862,19.074261188507,5,2014-11-06 15:32:00
54.322784723658,18.559502363205,3,2014-11-06 16:10:00
54.319591210931,18.55818271637,5,2014-11-06 01:00:00
54.323395740001,18.574233055115,5,2014-11-05 23:19:00
54.316537321217,18.568654060364,4,2014-11-05 23:37:00
54.330481676229,18.564029932022,3,2014-11-06 19:45:00
54.333933402443,18.559867143631,4,2014-11-06 20:47:00
54.32882855126,18.551434278488,4,2014-11-06 20:00:00
54.317853087354,18.54380607605,1,2014-11-06 22:24:00
54.349185609478,18.504259586334,4,2014-11-04 22:00:00
54.323045337561,18.55818271637,5,2014-11-07 16:20:00
54.355421878371,18.577054738998,4,2014-11-07 17:39:00
54.350635864485,18.562109470367,5,2014-11-07 17:41:00
54.322959926361,18.559116125107,5,2014-11-07 16:31:00
54.341862728946,18.615517616272,3,2014-11-07 18:55:00
54.331756645497,18.606044054031,3,2014-11-05 07:00:00
54.321291716217,18.550736904144,4,2014-11-08 21:08:00
54.318039262518,18.548054695129,2,2014-11-08 21:28:00
49.815530138636,19.084796905518,4,2014-11-09 08:42:00
49.823366100457,19.085569381714,3,2014-11-09 09:33:00
54.328444175982,18.597815036774,2,2014-11-09 18:48:00
54.32759329789,18.539793491364,1,2014-11-08 19:35:00
54.354985699642,18.648862838745,5,2014-11-11 02:39:00
54.319791458075,18.558783531189,4,2014-11-11 10:37:00
54.321293280587,18.575692176819,4,2014-11-10 23:57:00
54.330830972142,18.559910058975,5,2014-11-11 06:05:00
54.350720540586,18.563386201859,3,2014-11-05 17:26:00
54.328269465563,18.580477237701,5,2014-11-12 13:37:00
54.331347508238,18.563997745514,5,2014-11-12 13:37:00
49.811833228488,19.070570468903,1,2014-11-12 09:45:00
54.329096347728,18.582054376602,5,2014-11-01 00:00:00
54.338629832529,18.558107614517,5,2014-11-01 00:00:00
54.319559609416,18.5506939888,2,2014-11-14 07:33:00
54.333606157326,18.5333776474,5,2014-11-15 01:27:00
49.822784676916,19.084131717682,5,2014-11-15 09:00:00
49.823393787118,19.085848331451,5,2014-11-15 10:00:00
49.822424744555,19.081385135651,5,2014-11-15 08:30:00
54.319956348198,18.563965559006,5,2014-11-14 11:26:00
54.353996566452,18.528238534927,1,2014-11-15 15:40:00
54.318185386575,18.51900100708,1,2014-11-15 15:00:00
54.32259074913,18.538227081299,1,2014-11-15 15:22:00
49.82285389437,19.083015918732,4,2014-11-17 15:58:00
49.824639670465,19.090719223022,4,2014-11-17 15:58:00
49.813494796079,19.057288169861,4,2014-11-17 22:35:00
49.824791942896,19.103400707245,5,2014-11-19 08:37:00
49.826148530669,19.089925289154,5,2014-11-19 07:38:00
49.826148530669,19.089968204498,5,2014-11-19 12:32:00
49.824224379581,19.085805416107,4,2014-11-19 16:43:00
49.822092496922,19.083166122437,4,2014-11-19 21:40:00
54.334172598906,18.54603767395,4,2014-11-21 14:09:00
54.33207069033,18.552217483521,3,2014-11-21 14:34:00
54.326164753167,18.541574478149,5,2014-11-21 13:04:00
54.321593638511,18.550200462341,5,2014-11-21 15:00:00
49.826176215738,19.08988237381,5,2014-11-21 14:25:00
54.330339037009,18.56436252594,3,2014-11-21 17:54:00
54.325849411417,18.583073616028,1,2014-11-21 18:17:00
49.820708107225,19.106512069702,4,2014-11-21 09:00:00
54.321693757331,18.550930023193,1,2014-11-22 13:13:00
49.822369370108,19.072608947754,1,2014-11-22 21:27:00
54.32277220915,18.559266328812,3,2014-11-22 22:23:00
54.330746463737,18.556015491486,5,2014-11-21 16:03:00
54.331246944021,18.561379909515,5,2014-11-21 16:30:00
54.32820095803,18.596119880676,1,2014-11-23 12:52:00
54.327149864554,18.594746589661,5,2014-11-23 12:52:00
54.33817406029,18.618135452271,1,2014-11-21 19:50:00
49.865154908169,19.043383598328,5,2014-11-24 12:35:00
54.313583343383,18.567624092102,3,2014-11-24 13:24:00
54.351395208048,18.55975985527,5,2014-11-24 13:24:00
54.332455109606,18.53955745697,5,2014-11-24 14:32:00
49.819655944562,19.084882736206,3,2014-11-24 16:50:00
49.818063812817,19.084346294403,3,2014-11-21 16:30:00
54.318250468616,18.58097076416,2,2014-11-25 09:49:00
54.317340553767,18.544138669968,1,2014-11-26 13:03:00
54.319259236642,18.543741703033,1,2014-11-26 13:03:00
54.31628042126,18.538935184479,1,2014-11-26 13:03:00
54.302931303537,18.566808700562,4,2014-11-26 16:14:00
54.331606504676,18.549567461014,1,2014-11-26 21:09:00
54.341556785323,18.577966690063,4,2014-11-26 20:45:00
54.322914457567,18.55924487114,5,2014-11-26 19:14:00
54.319730445376,18.561240434647,5,2014-11-26 22:09:00
54.3196553527,18.561583757401,4,2014-11-26 10:09:00
54.313910747827,18.570499420166,4,2014-11-27 01:18:00
49.824501240567,19.090847969055,4,2014-11-27 04:48:00
49.824501240567,19.091234207153,4,2014-11-26 04:48:00
54.316391266365,18.56023201115,5,2014-11-26 17:39:00
54.325550101913,18.549052476883,3,2014-11-28 01:00:00
54.315687134949,18.592085838318,3,2014-11-27 07:30:00
49.826134688129,19.089796543121,5,2014-11-28 09:28:00
49.826134688129,19.090483188629,3,2014-11-28 09:28:00
54.332519857507,18.601623773575,3,2014-11-01 23:37:00
49.822715459362,19.067051410675,1,2014-12-01 15:41:00
49.826176215738,19.08988237381,4,2014-12-01 17:05:00
54.33277133846,18.550844192505,5,2014-12-03 09:31:00
54.336274400043,18.560457229614,5,2014-12-03 09:17:00
54.320185378985,18.557131290436,3,2014-12-05 09:24:00
49.811971694633,19.085891246796,3,2014-12-05 13:43:00
49.815557829781,19.094796180725,2,2014-12-05 14:51:00
54.321336300737,18.550522327423,5,2014-12-06 15:15:00
54.327330992475,18.579822778702,1,2014-12-08 20:05:00
54.320141888231,18.555865287781,5,2014-12-09 09:52:00
49.824501240567,19.090504646301,5,2014-12-09 15:26:00
49.824182850297,19.088573455811,5,2014-12-09 15:56:00
49.823033859289,19.084496498108,4,2014-12-09 15:56:00
49.828487863072,19.085118770599,4,2014-12-09 07:43:00
49.825262600107,19.090611934662,4,2014-12-09 07:43:00
54.330163865735,18.564276695251,4,2014-12-09 20:23:00
54.350735912612,18.563182353973,5,2014-12-11 16:24:00
54.351295161526,18.567827939987,5,2014-12-11 16:25:00
49.825442556065,19.08552646637,3,2014-12-10 16:00:00
54.331959335919,18.551123142242,1,2014-12-14 15:51:00
54.331787299489,18.549674749374,1,2014-12-14 15:51:00
54.33050482342,18.564051389694,4,2014-12-14 18:30:00
54.316383056836,18.559513092041,5,2014-12-14 20:32:00
54.339962300026,18.539900779724,3,2014-12-15 08:35:00
54.335508755438,18.558783531189,3,2014-12-15 09:05:00
54.342502622196,18.567634820938,3,2014-12-14 19:00:00
54.338774918349,18.565059900284,4,2014-12-14 18:50:00
54.335271678846,18.561487197876,4,2014-12-14 19:15:00
54.328857566217,18.558654785156,1,2014-12-15 23:42:00
54.331203934236,18.568568229675,2,2014-12-16 21:50:00
54.32736415216,18.551530838013,5,2014-12-17 10:08:00
54.318329083943,18.547743558884,5,2014-12-17 16:36:00
54.330818252363,18.560253381729,5,2014-12-18 00:59:00
54.341212271354,18.618092536926,2,2014-11-08 17:01:00
54.31884027546,18.544836044312,1,2014-12-21 13:42:00
54.307848453683,18.592193126678,4,2014-12-21 16:01:00
54.307735782088,18.592600822449,3,2014-12-22 16:22:00
49.827159025409,19.09565448761,5,2014-12-22 23:51:00
54.318990463651,18.566937446594,5,2014-12-23 11:19:00
54.317042668004,18.541896343231,5,2014-12-23 14:54:00
49.836155650564,19.118099212646,3,2014-12-23 13:41:00
54.322401361262,18.559416532516,5,2014-12-26 15:49:00
54.327076740608,18.591495752335,1,2014-12-27 16:50:00
49.826178984413,19.089702129331,4,2014-12-27 17:23:00
54.32023497074,18.546874523163,3,2014-12-22 06:42:00
54.328637341626,18.603887557983,4,2014-12-30 10:00:00
54.30992572898,18.562731742859,5,2014-12-30 10:16:00
54.325300062348,18.548655509949,5,2014-12-30 14:05:00
49.85613601113,19.096984863281,4,2014-12-30 08:40:00
54.331868625891,18.568096160889,4,2014-12-30 17:08:00
54.331443850674,18.551981449127,3,2014-12-30 18:45:00
54.30969575438,18.567430973053,4,2014-12-30 10:44:00
54.319509078031,18.54816198349,3,2015-01-02 20:17:00
54.322462630465,18.544814586639,5,2014-10-17 20:17:00
54.317665972682,18.541713953018,1,2015-01-05 10:09:00
54.343440749454,18.555006980896,5,2015-01-05 16:21:00
54.353583273999,18.511533737183,3,2015-01-05 17:40:00
54.321057685844,18.550575971603,2,2014-12-30 23:31:00
54.329252024644,18.587579727173,1,2015-01-06 12:37:00
54.320191949439,18.552947044373,1,2015-01-06 19:51:00
54.332832644145,18.583899736404,1,2015-01-06 21:13:00
54.332397243585,18.584232330322,1,2015-01-06 21:51:00
49.826037790236,19.096856117249,3,2015-01-04 09:00:00
49.826010105088,19.096834659576,3,2015-01-07 08:00:00
49.825719410079,19.095010757446,5,2015-01-07 08:21:00
49.825719410079,19.094882011414,1,2014-12-24 10:48:00
49.818008433379,19.084646701813,3,2015-01-07 15:37:00
54.316779825868,18.575820922852,2,2015-01-09 08:30:00
54.322386760612,18.648433685303,1,2015-01-11 16:16:00
54.331555204954,18.566937446594,3,2015-01-10 13:23:00
54.333306824851,18.583331108093,2,2015-01-10 11:31:00
54.329252962474,18.554062843323,2,2015-01-10 15:13:00
49.841137676704,19.089603424072,4,2015-01-15 16:32:00
54.352020493295,18.571711778641,5,2015-01-16 18:34:00
54.339175460059,18.56754899025,5,2015-01-16 19:10:00
54.319918567573,18.564974069595,5,2015-01-16 21:17:00
54.33093062555,18.564888238907,1,2015-01-17 17:56:00
54.333570578549,18.613940477371,1,2015-01-17 17:56:00
54.301967601601,18.577762842178,1,2015-01-17 17:56:00
54.33073942569,18.567152023315,5,2015-01-17 19:49:00
54.326599281061,18.583288192749,1,2015-01-17 23:07:00
54.330188890249,18.564426898956,3,2015-01-18 21:53:00
54.318166377429,18.540040254593,1,2015-01-10 16:54:00
54.343215600864,18.561497926712,2,2015-01-19 17:25:00
49.830910129467,19.084475040436,1,2015-01-19 06:30:00
49.826411538181,19.085311889648,3,2015-01-19 15:30:00
49.824127477862,19.089217185974,3,2015-01-20 12:13:00
49.826017026377,19.08973581787,4,2015-01-20 13:40:00
49.826123199003,19.089699983597,4,2015-01-20 20:01:00
54.37822287936,18.617234230042,5,2015-01-21 13:41:00
54.317636351489,18.541746139526,5,2015-01-21 14:05:00
49.826109356456,19.08971779334,5,2015-01-21 15:27:00
49.820652730813,19.104623794556,3,2015-01-21 09:45:00
54.349285034631,18.552936315536,1,2015-01-21 22:02:00
54.32154553446,18.552678823471,3,2014-09-20 10:53:00
54.319734356449,18.560521602631,5,2015-01-21 17:10:00
54.321293280587,18.573975563049,5,2015-01-21 18:21:00
54.325648255849,18.583931922913,5,2015-01-21 16:50:00
54.330467286933,18.582429885864,5,2015-01-21 17:49:00
54.332469185113,18.564233779907,5,2015-01-21 15:54:00
49.821884840992,19.083166122437,2,2015-01-21 16:28:00
49.825650196724,19.085268974304,2,2015-01-21 15:28:00
54.347452174612,18.563117980957,2,2015-01-23 09:39:00
49.824653513433,19.09059047699,5,2015-01-23 21:15:00
49.824418182438,19.091105461121,5,2015-01-23 20:15:00
49.824916529074,19.090912342072,5,2015-01-23 20:40:00
54.335171984034,18.55747461319,1,2015-01-23 21:41:00
49.81925445541,19.087715148926,3,2015-01-23 20:17:00
54.312517794041,18.549835681915,1,2015-01-24 07:46:00
54.324833297342,18.604831695557,5,2015-01-24 07:00:00
49.824861157479,19.090933799744,5,2015-01-24 16:00:00
49.824695042314,19.090912342072,5,2015-01-24 16:15:00
54.309878054444,18.567709922791,4,2015-01-25 18:52:00
54.320141888231,18.560070991516,5,2015-01-25 22:43:00
54.319441024933,18.580327033997,5,2015-01-25 21:39:00
54.316022580803,18.559513092041,2,2015-01-25 10:00:00
49.816679307846,19.096641540527,3,2015-01-23 23:30:00
49.819420589256,19.085032939911,3,2015-01-22 08:00:00
54.341510920229,18.562066555023,4,2015-01-26 18:28:00
54.322847061643,18.542422056198,5,2015-01-26 22:44:00
54.322096185601,18.534611463547,5,2015-01-26 22:44:00
54.321069966178,18.531392812729,5,2015-01-26 22:44:00
54.325112121335,18.548601865768,3,2015-01-27 21:41:00
54.322584256588,18.552485704422,3,2015-01-27 21:41:00
54.314148182873,18.561315536499,1,2015-01-28 12:47:00
54.347734831535,18.551852703094,3,2015-01-29 13:29:00
54.331981856846,18.5500395298,3,2015-01-29 11:44:00
54.320619657433,18.55327963829,3,2015-01-27 18:00:00
54.326801683765,18.55074763298,3,2015-01-27 18:00:00
54.331018444858,18.557914495468,2,2015-01-27 18:10:00
49.826090530365,19.089653420324,4,2015-01-30 17:01:00
49.822327839231,19.082136154175,4,2015-01-30 16:10:00
49.822895424796,19.083659648895,4,2015-01-30 16:10:00
49.824695042314,19.091126918793,4,2015-01-30 17:10:00
54.33060554677,18.564115762711,3,2015-01-31 10:27:00
54.331981856846,18.551305532455,2,2015-01-31 01:24:00
54.321983787512,18.548837900162,3,2015-01-31 18:24:00
54.324840805365,18.557217121124,1,2015-02-01 17:50:00
49.820929612238,19.105310440063,4,2015-02-01 15:00:00
54.330796982464,18.555843830109,4,2015-02-02 10:54:00
54.335626357065,18.55687379837,4,2015-02-02 14:05:00
54.323322843872,18.545469045639,4,2015-02-03 12:16:00
54.33065559448,18.559523820877,4,2015-02-03 12:13:00
